Identifier A,Identifier B,Species A,Species B,Positive interaction
K7TSM1,A0A1D6FDY7,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,A0A1D6FKZ1,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,A0A1D6G993,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,A0A1D6H153,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,A0A1D6H212,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,A0A1D6HCT4,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,A0A1D6HF51,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,A0A1D6HZ94,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,A0A1D6J1Y7,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,A0A1D6J6J8,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,A0A1D6MAI3,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,A0A1D6N1H1,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,A0A1D6PI63,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,A0A3L6D6B4,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,B4FEC8,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,B4FLL1,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,B6SIV2,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,B6SK48,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,B6SPH2,Zea mays (Maize),Zea mays (Maize),1
K7TSM1,B4FSJ3,Zea mays (Maize),Zea mays (Maize),1
K7TSX9,A0A1D6I4K7,Zea mays (Maize),Zea mays (Maize),1
K7TTE2,A0A1D6NJW9,Zea mays (Maize),Zea mays (Maize),1
K7TTE2,A0A1D6MKR2,Zea mays (Maize),Zea mays (Maize),1
K7TTR0,A0A1D6PG40,Zea mays (Maize),Zea mays (Maize),1
K7TTS3,B4FL13,Zea mays (Maize),Zea mays (Maize),1
K7TTS3,B6TE36,Zea mays (Maize),Zea mays (Maize),1
K7TTS3,B4G1L6,Zea mays (Maize),Zea mays (Maize),1
K7TTS3,C0P5R2,Zea mays (Maize),Zea mays (Maize),1
K7TTS3,A0A1D6IGX5,Zea mays (Maize),Zea mays (Maize),1
K7TTS3,A0A1D6KEA0,Zea mays (Maize),Zea mays (Maize),1
K7TTS3,A0A096SVP6,Zea mays (Maize),Zea mays (Maize),1
K7TTS3,A0A1D6FMA1,Zea mays (Maize),Zea mays (Maize),1
K7TTS3,A0A1D6FPD9,Zea mays (Maize),Zea mays (Maize),1
K7TTS3,A0A1D6G6A5,Zea mays (Maize),Zea mays (Maize),1
K7TU64,C0P768,Zea mays (Maize),Zea mays (Maize),1
K7TU64,A0A1D6Q076,Zea mays (Maize),Zea mays (Maize),1
K7TUH0,A0A1D6PH86,Zea mays (Maize),Zea mays (Maize),1
K7TUI8,B6SMA0,Zea mays (Maize),Zea mays (Maize),1
K7TUI8,A0A1D6P3G6,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B6SJF5,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B4F9B1,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B4FAF4,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B4FEL2,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B4FGL9,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B4FHM8,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B4FJZ7,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B4FN19,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B4FL79,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B6SUR8,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B6TI70,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B8A287,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6F343,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B6T420,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B6TJM1,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B6TSN0,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,C0P455,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,C4J986,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6P4C5,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,C4JBJ3,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6HQJ6,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6KEG2,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6DXE9,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6MUP9,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6N886,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B4FQA5,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B4FAL9,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B6SLW1,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B6SX80,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6F4J8,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6F9M3,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6FYU5,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6G3A9,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6GDW5,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6GLP8,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6HAW8,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6J6F4,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6J6J8,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6JWI7,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6JZR5,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6K627,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6KW93,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6KYU6,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6L1Y6,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6L6S3,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6L978,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6LPG1,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6M4R7,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6M7I0,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6MA76,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6MLF6,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6NRA8,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6P3C0,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6PS57,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6Q5L0,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6Q869,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A1D6QV04,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A3L6FCQ7,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,A0A3L6FE65,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,C0PH36,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B4FFJ1,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B4FRA5,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B4FVW9,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B4FW32,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B6SI77,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B6SPH2,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B6T095,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B6T1K6,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B6THR4,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,C0HF60,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,C0HHU1,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,C0P5F8,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,B4F9L9,Zea mays (Maize),Zea mays (Maize),1
K7TUU5,K7TFH9,Zea mays (Maize),Zea mays (Maize),1
K7TVB0,C0P8S5,Zea mays (Maize),Zea mays (Maize),1
K7TVZ1,A0A1D6MTW7,Zea mays (Maize),Zea mays (Maize),1
K7TVZ1,B7ZZZ1,Zea mays (Maize),Zea mays (Maize),1
K7TVZ1,A0A1D6MR04,Zea mays (Maize),Zea mays (Maize),1
K7TVZ1,A0A1D6N9M6,Zea mays (Maize),Zea mays (Maize),1
K7TWQ8,A0A1D6MZK8,Zea mays (Maize),Zea mays (Maize),1
K7TWQ8,A0A1D6J468,Zea mays (Maize),Zea mays (Maize),1
K7TWX8,A0A1D6DYN8,Zea mays (Maize),Zea mays (Maize),1
K7TWX8,A0A3L6DXW6,Zea mays (Maize),Zea mays (Maize),1
K7TX07,A0A1D6N9P1,Zea mays (Maize),Zea mays (Maize),1
K7TX22,A0A1D6EW17,Zea mays (Maize),Zea mays (Maize),1
K7TX22,A0A1D6F9G8,Zea mays (Maize),Zea mays (Maize),1
K7TX65,A0A1D6LGF9,Zea mays (Maize),Zea mays (Maize),1
K7TX82,A0A096SSY4,Zea mays (Maize),Zea mays (Maize),1
K7TX82,C4JBB4,Zea mays (Maize),Zea mays (Maize),1
K7TX82,B6TD54,Zea mays (Maize),Zea mays (Maize),1
K7TX82,C0P4D6,Zea mays (Maize),Zea mays (Maize),1
K7TX82,A0A1D6J1U1,Zea mays (Maize),Zea mays (Maize),1
K7TX82,A0A1D6LAN8,Zea mays (Maize),Zea mays (Maize),1
K7TX82,A0A1D6MWA7,Zea mays (Maize),Zea mays (Maize),1
K7TX82,A0A1D6Q4N8,Zea mays (Maize),Zea mays (Maize),1
K7TX82,A0A060CYS6,Zea mays (Maize),Zea mays (Maize),1
K7TX85,C0HEQ8,Zea mays (Maize),Zea mays (Maize),1
K7TX85,C0P455,Zea mays (Maize),Zea mays (Maize),1
K7TX85,A0A1D6ISZ5,Zea mays (Maize),Zea mays (Maize),1
K7TX85,A0A1D6N1H7,Zea mays (Maize),Zea mays (Maize),1
K7TXB6,A0A1D6GCZ4,Zea mays (Maize),Zea mays (Maize),1
K7TXB6,A0A1D6K7K1,Zea mays (Maize),Zea mays (Maize),1
K7TXB6,A0A1D6Q1L8,Zea mays (Maize),Zea mays (Maize),1
K7TXB6,A0A1Q1A360,Zea mays (Maize),Zea mays (Maize),1
K7TXH9,A0A1D6KXM9,Zea mays (Maize),Zea mays (Maize),1
K7TXH9,A0A1D6M7L4,Zea mays (Maize),Zea mays (Maize),1
K7TXH9,A0A1D6PBN3,Zea mays (Maize),Zea mays (Maize),1
K7TXS6,B4FS71,Zea mays (Maize),Zea mays (Maize),1
K7TXS6,B6STH9,Zea mays (Maize),Zea mays (Maize),1
K7TYD9,A0A1D6K2Z9,Zea mays (Maize),Zea mays (Maize),1
K7TYQ6,B6SUS3,Zea mays (Maize),Zea mays (Maize),1
K7TYQ6,B6TGT2,Zea mays (Maize),Zea mays (Maize),1
K7TYQ6,A0A1D6KX11,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,B4F9Y7,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,C0P638,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,B4FXJ4,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,B8A0C3,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,B4FSK2,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,A0A1D6I0C5,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,A0A1D6E587,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,A0A1D6F5B9,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,A0A1D6GCZ4,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,A0A1D6KYT6,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,A0A1D6MXW7,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,A0A1D6NT05,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,A0A1D6PFS8,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,A0A1D6QT22,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,B4FVE1,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,C0HHU1,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,C0PLH8,Zea mays (Maize),Zea mays (Maize),1
K7TYT2,K7TYT2,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,B4F7Y5,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,B4FF98,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6DXB0,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,B6SMA0,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,B4FTH4,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,B6TCC2,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6GWH1,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,B6TJL9,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,C0HDS7,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6K188,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,B4G194,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6EYJ9,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6F1J0,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6FBR8,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6FNF2,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6G3A9,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6G8D7,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6GCZ4,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6GQJ0,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6H9E4,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6I348,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6IQ85,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6IZ90,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6J7R1,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6J7V4,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6JIP7,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6K483,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6MID5,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6PZ82,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6QH73,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6QP33,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A1D6QT22,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,A0A3L6FCQ7,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,B4FBP8,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,B4FLB4,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,B4FTM1,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,G2XK63,Zea mays (Maize),Zea mays (Maize),1
K7TYV9,K7TQI4,Zea mays (Maize),Zea mays (Maize),1
K7TZ39,A0A1D6J468,Zea mays (Maize),Zea mays (Maize),1
K7TZ39,A0A1D6LXX3,Zea mays (Maize),Zea mays (Maize),1
K7TZ39,A0A1D6PL97,Zea mays (Maize),Zea mays (Maize),1
K7TZ39,A0A1Q0ZG94,Zea mays (Maize),Zea mays (Maize),1
K7TZ39,C0PLH8,Zea mays (Maize),Zea mays (Maize),1
K7TZS8,A0A1D6MUF4,Zea mays (Maize),Zea mays (Maize),1
K7TZS8,A0A1D6EVE5,Zea mays (Maize),Zea mays (Maize),1
K7TZS8,C3UZ69,Zea mays (Maize),Zea mays (Maize),1
K7U0A7,A0A1D6H654,Zea mays (Maize),Zea mays (Maize),1
K7U0A7,A0A1D6M4L8,Zea mays (Maize),Zea mays (Maize),1
K7U0A7,A0A1D6E2F2,Zea mays (Maize),Zea mays (Maize),1
K7U0D5,A0A1D6J5M8,Zea mays (Maize),Zea mays (Maize),1
K7U0I4,B4FTF4,Zea mays (Maize),Zea mays (Maize),1
K7U0I4,A0A1D6E788,Zea mays (Maize),Zea mays (Maize),1
K7U0I4,A0A1D6E9M1,Zea mays (Maize),Zea mays (Maize),1
K7U0I4,A0A1D6QJ59,Zea mays (Maize),Zea mays (Maize),1
K7U0V8,A0A1D6K3R1,Zea mays (Maize),Zea mays (Maize),1
K7U0Z3,A0A1D6IU95,Zea mays (Maize),Zea mays (Maize),1
K7U0Z3,A0A1D6NVH3,Zea mays (Maize),Zea mays (Maize),1
K7U0Z3,B4FLB4,Zea mays (Maize),Zea mays (Maize),1
K7U0Z3,C4J434,Zea mays (Maize),Zea mays (Maize),1
K7U1G8,A0A1D6PYT8,Zea mays (Maize),Zea mays (Maize),1
K7U1I2,A0A1D6KZE0,Zea mays (Maize),Zea mays (Maize),1
K7U1I2,A0A1D6K1A3,Zea mays (Maize),Zea mays (Maize),1
K7U1I2,A0A1D6KTL0,Zea mays (Maize),Zea mays (Maize),1
K7U1I2,A0A1D6LUR9,Zea mays (Maize),Zea mays (Maize),1
K7U1L9,A0A1D6I4H6,Zea mays (Maize),Zea mays (Maize),1
K7U1N4,A0A1D6L3L6,Zea mays (Maize),Zea mays (Maize),1
K7U1N4,A0A1D6MLL0,Zea mays (Maize),Zea mays (Maize),1
K7U1N4,C0PHS3,Zea mays (Maize),Zea mays (Maize),1
K7U1U8,A0A1D6NY22,Zea mays (Maize),Zea mays (Maize),1
K7U209,A0A1D6M665,Zea mays (Maize),Zea mays (Maize),1
K7U294,B4FW32,Zea mays (Maize),Zea mays (Maize),1
K7U2A7,A0A1D6EA71,Zea mays (Maize),Zea mays (Maize),1
K7U2A7,A0A096S009,Zea mays (Maize),Zea mays (Maize),1
K7U2A7,A0A1D6EC53,Zea mays (Maize),Zea mays (Maize),1
K7U2A7,A0A1D6KBK9,Zea mays (Maize),Zea mays (Maize),1
K7U2A7,C4JB09,Zea mays (Maize),Zea mays (Maize),1
K7U2B4,C0P5R2,Zea mays (Maize),Zea mays (Maize),1
K7U2G5,B4FI21,Zea mays (Maize),Zea mays (Maize),1
K7U2G5,C0PAL4,Zea mays (Maize),Zea mays (Maize),1
K7U2K6,A0A1D6MHH6,Zea mays (Maize),Zea mays (Maize),1
K7U2K6,A0A1D6M7N5,Zea mays (Maize),Zea mays (Maize),1
K7U2K6,A0A1D6N1G2,Zea mays (Maize),Zea mays (Maize),1
K7U2K6,B6SMX5,Zea mays (Maize),Zea mays (Maize),1
K7U2N2,A0A1D6ESP0,Zea mays (Maize),Zea mays (Maize),1
K7U2N2,A0A1D6HZ94,Zea mays (Maize),Zea mays (Maize),1
K7U2N2,A0A1D6K3D9,Zea mays (Maize),Zea mays (Maize),1
K7U2S6,A0A1D6JW41,Zea mays (Maize),Zea mays (Maize),1
K7U2S6,A0A1D6EBT5,Zea mays (Maize),Zea mays (Maize),1
K7U2S6,A0A1D6ED46,Zea mays (Maize),Zea mays (Maize),1
K7U2S6,A0A1D6LQ33,Zea mays (Maize),Zea mays (Maize),1
K7U2S6,B6SQE1,Zea mays (Maize),Zea mays (Maize),1
K7U2S6,B6T2A5,Zea mays (Maize),Zea mays (Maize),1
K7U2V3,A0A1D6MC51,Zea mays (Maize),Zea mays (Maize),1
K7U2V3,A0A1D6N4Q6,Zea mays (Maize),Zea mays (Maize),1
K7U385,B4FB09,Zea mays (Maize),Zea mays (Maize),1
K7U385,A0A1D6NVH8,Zea mays (Maize),Zea mays (Maize),1
K7U386,C0PB33,Zea mays (Maize),Zea mays (Maize),1
K7U3E1,B4F8E3,Zea mays (Maize),Zea mays (Maize),1
K7U3E1,A0A1D6K1W3,Zea mays (Maize),Zea mays (Maize),1
K7U3E1,A0A1D6EWW6,Zea mays (Maize),Zea mays (Maize),1
K7U3E1,A0A1D6FRC6,Zea mays (Maize),Zea mays (Maize),1
K7U3E1,A0A1D6I278,Zea mays (Maize),Zea mays (Maize),1
K7U3E1,A0A1D6JZ25,Zea mays (Maize),Zea mays (Maize),1
K7U3E1,A0A1D6NA80,Zea mays (Maize),Zea mays (Maize),1
K7U3E1,C0PH36,Zea mays (Maize),Zea mays (Maize),1
K7U3E8,B4F9D1,Zea mays (Maize),Zea mays (Maize),1
K7U3E8,B6TN44,Zea mays (Maize),Zea mays (Maize),1
K7U3E8,A0A1D6EX30,Zea mays (Maize),Zea mays (Maize),1
K7U3E8,A0A1D6HWM8,Zea mays (Maize),Zea mays (Maize),1
K7U3H3,A0A1D6NA80,Zea mays (Maize),Zea mays (Maize),1
K7U3I3,B4F7V1,Zea mays (Maize),Zea mays (Maize),1
K7U3I3,B6SUS3,Zea mays (Maize),Zea mays (Maize),1
K7U3I3,B7ZXA8,Zea mays (Maize),Zea mays (Maize),1
K7U3S1,C0PGA9,Zea mays (Maize),Zea mays (Maize),1
K7U3Y3,A0A1D6JPD5,Zea mays (Maize),Zea mays (Maize),1
K7U4F6,B4F9A4,Zea mays (Maize),Zea mays (Maize),1
K7U4K7,C0PDY7,Zea mays (Maize),Zea mays (Maize),1
K7U4Q3,A0A1D6L826,Zea mays (Maize),Zea mays (Maize),1
K7U4R6,A0A1D6FU41,Zea mays (Maize),Zea mays (Maize),1
K7U4R6,A0A1D6KTL0,Zea mays (Maize),Zea mays (Maize),1
K7U4R6,A0A1D6NQS5,Zea mays (Maize),Zea mays (Maize),1
K7U4R6,K7U4R6,Zea mays (Maize),Zea mays (Maize),1
K7U4U8,A0A1D6GJ73,Zea mays (Maize),Zea mays (Maize),1
K7U510,B4FTC1,Zea mays (Maize),Zea mays (Maize),1
K7U510,A0A1D6NLC5,Zea mays (Maize),Zea mays (Maize),1
K7U510,A0A1D6FAF7,Zea mays (Maize),Zea mays (Maize),1
K7U510,A0A1D6DVD2,Zea mays (Maize),Zea mays (Maize),1
K7U510,A0A1D6F9L1,Zea mays (Maize),Zea mays (Maize),1
K7U510,A0A1D6HZ94,Zea mays (Maize),Zea mays (Maize),1
K7U510,A0A1D6L046,Zea mays (Maize),Zea mays (Maize),1
K7U510,A0A1D6M9L3,Zea mays (Maize),Zea mays (Maize),1
K7U510,A0A1D6MTH6,Zea mays (Maize),Zea mays (Maize),1
K7U510,B4FBZ5,Zea mays (Maize),Zea mays (Maize),1
K7U5B0,A0A1D6G3A9,Zea mays (Maize),Zea mays (Maize),1
K7U5B0,A0A1D6GGF0,Zea mays (Maize),Zea mays (Maize),1
K7U5B0,A0A1D6L826,Zea mays (Maize),Zea mays (Maize),1
K7U5B0,A0A1D6LKV8,Zea mays (Maize),Zea mays (Maize),1
K7U5B0,B4FDE3,Zea mays (Maize),Zea mays (Maize),1
K7U5B0,K7TUU5,Zea mays (Maize),Zea mays (Maize),1
K7U5B6,A2T1W7,Zea mays (Maize),Zea mays (Maize),1
K7U5B6,A0A1D6HPY6,Zea mays (Maize),Zea mays (Maize),1
K7U5B6,A0A1D6GW67,Zea mays (Maize),Zea mays (Maize),1
K7U5B6,C0HIC4,Zea mays (Maize),Zea mays (Maize),1
K7U5B6,C4JAE7,Zea mays (Maize),Zea mays (Maize),1
K7U5B6,A0A1D6FGV0,Zea mays (Maize),Zea mays (Maize),1
K7U5B6,A0A1D6GYZ5,Zea mays (Maize),Zea mays (Maize),1
K7U5B6,A0A1D6HEC3,Zea mays (Maize),Zea mays (Maize),1
K7U5B6,A0A1D6INH0,Zea mays (Maize),Zea mays (Maize),1
K7U5B6,A0A1D6LKV8,Zea mays (Maize),Zea mays (Maize),1
K7U5B6,A0A1D6M1G2,Zea mays (Maize),Zea mays (Maize),1
K7U5B6,A0A1D6MKR2,Zea mays (Maize),Zea mays (Maize),1
K7U5B6,A0A1D6MLW7,Zea mays (Maize),Zea mays (Maize),1
K7U5J1,A0A1D6GFX7,Zea mays (Maize),Zea mays (Maize),1
K7U5M9,A0A1D6F9G8,Zea mays (Maize),Zea mays (Maize),1
K7U5M9,A0A1D6HG71,Zea mays (Maize),Zea mays (Maize),1
K7U5U2,A0A1D6L865,Zea mays (Maize),Zea mays (Maize),1
K7U6H8,B6UCL0,Zea mays (Maize),Zea mays (Maize),1
K7U6H8,A0A1D6N886,Zea mays (Maize),Zea mays (Maize),1
K7U761,B7ZX41,Zea mays (Maize),Zea mays (Maize),1
K7U763,A0A1D6PWG8,Zea mays (Maize),Zea mays (Maize),1
K7U7Z3,A0A1D6E1H8,Zea mays (Maize),Zea mays (Maize),1
K7U8D5,A0A1D6NVH8,Zea mays (Maize),Zea mays (Maize),1
K7U8M7,B6SJJ1,Zea mays (Maize),Zea mays (Maize),1
K7U8N1,A0A1D6JXC6,Zea mays (Maize),Zea mays (Maize),1
K7U8N1,A0A1D6MLL0,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,B4FAE1,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,B4FL93,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,B4FNC6,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,B6SXQ4,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,B4FT05,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,B6U0S1,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,A0A1D6E472,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,A0A1D6FV23,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,A0A1D6GTH5,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,A0A1D6HZ94,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,A0A1D6I559,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,A0A1D6JTN6,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,A0A1D6JZ22,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,A0A1D6M7C2,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,A0A1D6M7I0,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,A0A1D6MFA8,Zea mays (Maize),Zea mays (Maize),1
K7U8Q7,A0A1D6MRZ9,Zea mays (Maize),Zea mays (Maize),1
K7U904,A0A1D6E6N8,Zea mays (Maize),Zea mays (Maize),1
K7U9C9,B6THW9,Zea mays (Maize),Zea mays (Maize),1
K7U9C9,B6TP32,Zea mays (Maize),Zea mays (Maize),1
K7U9C9,A0A1D6IWT2,Zea mays (Maize),Zea mays (Maize),1
K7U9C9,A0A1D6JQV8,Zea mays (Maize),Zea mays (Maize),1
K7U9C9,A0A1D6N2Q4,Zea mays (Maize),Zea mays (Maize),1
K7U9C9,A0A1D6PZK1,Zea mays (Maize),Zea mays (Maize),1
K7U9C9,B4FUH7,Zea mays (Maize),Zea mays (Maize),1
K7U9F9,C0P2W7,Zea mays (Maize),Zea mays (Maize),1
K7U9F9,B8A342,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,B4FRB9,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,B6U284,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,A0A1D6K719,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,C0P6G9,Zea mays (Maize),Zea mays (Maize),1
